defect_id,defect_type,material_grade,product_id,date,dataset
2789,1099,Grade 1P,3905,23-01-2021,Training
925,1098,Grade A,1471,23-01-2021,Training
3643,1041,Grade 2P,6304,04-12-2020,Training
4015,1078,,13081,07-01-2021,Training
38,1099,Grade 1P,5613,26-12-2020,Training
4515,1171,Grade 1P,6020,27-01-2021,Training
4334,1052,Grade B1,2368,04-12-2020,Training
3039,1001,Grade 1,2699,23-12-2020,Training
2687,1060,Grade 1,5272,26-01-2021,Training
3279,1052,Grade 1,6865,26-12-2020,Training
1187,1077,Grade 1P,718,25-12-2020,Training
619,1052,Grade 1,6714,04-12-2020,Training
1471,1099,Grade 1,3566,02-01-2021,Training
4553,1171,Grade 2,7613,27-01-2021,Training
3098,1098,Grade 1,70,26-12-2020,Training
939,1098,Grade A,1471,23-01-2021,Training
2439,1078,Grade 2P,2767,24-12-2020,Training
4878,1099,Grade 1P,17145,18-01-2021,Training
831,1098,Grade A,3851,23-01-2021,Training
1526,1098,Grade AP,6847,13-12-2020,Training
2950,1045,Grade 1,367,24-01-2021,Training
4288,1151,Grade 1,1407,31-12-2020,Training
633,1086,Grade 1,8301,05-12-2020,Training
4486,1171,Grade 1P,6020,27-01-2021,Training
3909,1030,Grade 1P,11039,07-01-2021,Training
395,1079,Grade 1,11288,24-01-2021,Training
4401,1171,Grade 1P,2785,27-01-2021,Training
4046,1030,Grade B1,4744,07-01-2021,Training
405,1079,Grade 1,3449,24-01-2021,Training
4862,1098,Grade AP,2322,13-12-2020,Training
3415,1041,Grade 2,1446,10-12-2020,Training
46,1098,Grade P1,4276,07-12-2020,Training
3698,1077,Grade 2P,12832,23-12-2020,Training
3782,1098,Grade AP,12805,23-12-2020,Training
2441,1078,Grade 2P,2767,24-12-2020,Training
1755,1171,Grade 2,9346,04-12-2020,Training
4118,1030,Grade 1P,2106,31-12-2020,Training
343,1045,Grade 2,11694,27-01-2021,Training
215,1039,Grade 1P,5896,14-01-2021,Training
3719,1077,Grade 2P,297,23-12-2020,Training
1346,1030,Grade 1P,8574,07-01-2021,Training
3950,1060,Grade B1,6131,07-01-2021,Training
3696,1077,Grade 2P,12832,23-12-2020,Training
334,1072,Grade B1,20544,15-12-2020,Training
3060,1078,Grade 1,3974,06-01-2021,Training
3171,1078,Grade 1,8888,16-12-2020,Training
2342,1072,Grade 2P,7273,03-01-2021,Training
4253,1151,Grade 1,1407,31-12-2020,Training
3605,1041,Grade AP,4489,31-12-2020,Training
1463,1019,Grade 2,1736,02-01-2021,Training
171,1039,Grade 1P,5896,14-01-2021,Training
4259,1151,Grade 1,1407,31-12-2020,Training
3625,1041,Grade 2P,15561,04-12-2020,Training
4282,1151,Grade 1,1407,31-12-2020,Training
943,1151,Grade KP,3405,04-01-2021,Training
60,1086,Grade 2,15429,01-12-2020,Training
1245,1151,Grade 2P,10107,23-12-2020,Training
2125,1052,Grade 2,1266,08-01-2021,Training
1529,1098,Grade AP,6847,13-12-2020,Training
153,1099,,6335,17-12-2020,Training
486,1098,Grade 2,1745,20-01-2021,Training
4516,1171,Grade 1P,6020,27-01-2021,Training
3976,1060,Grade B1,6131,07-01-2021,Training
1767,1171,Grade 2,9346,04-12-2020,Training
755,1086,Grade 2,7339,23-01-2021,Training
1790,1171,Grade 2,134,04-12-2020,Training
4557,1171,Grade 2,9158,27-01-2021,Training
4909,1151,Grade 2,7472,10-01-2021,Training
2731,1053,Grade W1P,13671,29-12-2020,Training
4249,1151,Grade 1,1407,31-12-2020,Training
1338,1030,Grade 1P,8574,07-01-2021,Training
2874,1099,,2289,05-01-2021,Training
186,1039,Grade 1P,5896,14-01-2021,Training
1141,1041,Grade AP,12734,31-12-2020,Training
2063,1086,Grade 1P,17232,16-12-2020,Training
148,1099,,2703,17-12-2020,Training
4180,1077,Grade 1P,862,31-12-2020,Training
4945,1045,Grade 1P,5439,24-12-2020,Training
3419,1041,Grade 2,1446,10-12-2020,Training
4844,1045,Grade B1,8753,16-12-2020,Training
2886,1052,,685,01-01-2021,Training
3832,1078,Grade KP,206,07-12-2020,Training
1391,1098,Grade B1,3264,04-12-2020,Training
3685,1078,Grade 2P,10107,23-12-2020,Training
4853,1045,Grade B1,8753,16-12-2020,Training
3084,1099,Grade 1,7029,06-01-2021,Training
3012,1078,Grade 1,2599,23-12-2020,Training
1713,1171,Grade 2,2913,04-12-2020,Training
2973,1098,Grade 1,13258,15-01-2021,Training
459,1045,Grade 1,1347,02-12-2020,Training
614,1052,Grade 1,6714,04-12-2020,Training
4319,1052,Grade 1P,17203,04-12-2020,Training
4882,1099,Grade B1,3727,18-01-2021,Training
2079,1052,Grade 2,6702,08-01-2021,Training
4108,1030,Grade 1P,222,31-12-2020,Training
1627,1000,Grade 1P,14536,24-12-2020,Training
4739,1041,Grade 2,4189,15-12-2020,Training
40,1099,Grade 1P,11840,26-12-2020,Training
2094,1052,Grade 2,6702,08-01-2021,Training
3980,1060,Grade B1,6131,07-01-2021,Training
2180,1052,Grade 2,3692,08-01-2021,Training
74,1086,Grade 2,15429,01-12-2020,Training
2677,1060,Grade 1,3335,26-01-2021,Training
3236,1052,Grade 2,15453,23-01-2021,Training
2081,1052,Grade 2,6702,08-01-2021,Training
446,1079,Grade 1,5999,15-01-2021,Training
2056,1086,Grade B1,14168,16-12-2020,Training
2561,1086,Grade 2,9822,01-12-2020,Training
1306,1030,Grade 1P,8574,07-01-2021,Training
3486,1084,Grade 2,7079,23-01-2021,Training
1309,1030,Grade 1P,8574,07-01-2021,Training
236,1099,Grade 2,41,10-01-2021,Training
2619,1086,Grade 2,3082,01-12-2020,Training
4672,1041,Grade 2,4014,15-12-2020,Training
2593,1086,Grade 2,3082,01-12-2020,Training
3336,1072,Grade 2,1123,26-12-2020,Training
3242,1052,Grade 2,15453,23-01-2021,Training
4009,1078,,13081,07-01-2021,Training
2788,1099,Grade 1P,3905,23-01-2021,Training
4887,1098,Grade P1,9043,01-12-2020,Training
4279,1151,Grade 1,1407,31-12-2020,Training
2111,1052,Grade 2,1266,08-01-2021,Training
2699,1098,Grade 2,4710,17-12-2020,Training
2781,1099,Grade 1P,3905,23-01-2021,Training
4744,1041,Grade 2,4189,15-12-2020,Training
1392,1098,Grade B1,3264,04-12-2020,Training
5095,1030,Grade 1,17073,23-12-2020,Training
1284,1030,Grade 1P,5283,07-01-2021,Training
1560,1099,Grade 1P,17145,18-01-2021,Training
3246,1052,Grade 1,5034,26-12-2020,Training
4622,1058,Grade 2,3357,27-01-2021,Training
4858,1045,Grade B1,8753,16-12-2020,Training
4897,1151,Grade 2,7472,10-01-2021,Training
3650,1060,Grade 1,15660,25-12-2020,Training
1925,1079,Grade 2,1494,23-01-2021,Training
518,1151,Grade 1,3405,08-01-2021,Training
4233,1151,Grade 1,1407,31-12-2020,Training
1313,1030,Grade 1P,8574,07-01-2021,Training
919,1098,Grade A,1471,23-01-2021,Training
3508,1084,Grade 2,7079,23-01-2021,Training
3751,1078,Grade 2P,4765,23-12-2020,Training
4298,1151,Grade 1,1407,31-12-2020,Training
3212,1078,Grade 1,16361,16-12-2020,Training
2203,1052,Grade 2,3692,08-01-2021,Training
779,1098,Grade A,7204,23-01-2021,Training
4481,1171,Grade 1P,6020,27-01-2021,Training
948,1151,Grade KP,3405,04-01-2021,Training
827,1098,Grade A,7204,23-01-2021,Training
5100,1078,Grade B1,808,30-12-2020,Training
4333,1052,Grade B1,2368,04-12-2020,Training
164,1099,,6335,17-12-2020,Training
4603,1052,Grade 2,3719,27-01-2021,Training
4039,1078,Grade B1,9250,07-01-2021,Training
2558,1086,Grade 2,9822,01-12-2020,Training
1316,1030,Grade 1P,8574,07-01-2021,Training
3356,1151,Grade 1,3554,31-12-2020,Training
3366,1060,Grade 1,4613,05-12-2020,Training
332,1079,Grade B1,1644,29-12-2020,Training
2510,1072,Grade 2P,68,21-01-2021,Training
4464,1171,Grade 2P,18070,27-01-2021,Training
837,1098,Grade A,3851,23-01-2021,Training
3135,1078,Grade 1,25846,18-01-2021,Training
3518,1084,Grade 2,7079,23-01-2021,Training
54,1086,Grade 2,15429,01-12-2020,Training
4120,1030,Grade 1P,6374,31-12-2020,Training
3507,1084,Grade 2,7079,23-01-2021,Training
1906,1151,Grade 2,290,01-12-2020,Training
1486,1079,Grade 1P,15671,13-12-2020,Training
4929,1041,Grade 1P,333,17-01-2021,Training
4951,1045,Grade 1P,5439,24-12-2020,Training
4206,1151,Grade 1,1407,31-12-2020,Training
3391,1078,Grade 2,9587,10-12-2020,Training
4982,1045,Grade 1P,127,24-12-2020,Training
951,1151,Grade KP,3405,04-01-2021,Training
3349,1072,Grade 2,1123,26-12-2020,Training
2166,1052,Grade 2,2173,08-01-2021,Training
3113,1078,Grade 1,5242,18-01-2021,Training
773,1084,Grade 2,7079,23-01-2021,Training
3551,1078,Grade WP,3569,21-12-2020,Training
289,1099,,3119,05-01-2021,Training
4580,1052,Grade 2,3719,27-01-2021,Training
2352,1072,Grade 2P,7273,03-01-2021,Training
2737,1053,Grade W1P,1586,29-12-2020,Training
2084,1052,Grade 2,6702,08-01-2021,Training
3445,1041,Grade 2,313,24-12-2020,Training
727,1086,Grade 2,7339,23-01-2021,Training
956,1151,Grade KP,3405,04-01-2021,Training
2267,1099,Grade 1P,8624,01-12-2020,Training
994,1151,Grade KP,3405,04-01-2021,Training
3268,1052,Grade 1,6865,26-12-2020,Training
1764,1171,Grade 2,9346,04-12-2020,Training
4478,1171,Grade 1P,6020,27-01-2021,Training
1729,1171,Grade 2,2913,04-12-2020,Training
346,1079,Grade 2,18324,27-01-2021,Training
3757,1078,Grade 2P,2363,23-12-2020,Training
4299,1151,Grade 1,1407,31-12-2020,Training
693,1041,Grade 2,13810,24-12-2020,Training
3488,1084,Grade 2,7079,23-01-2021,Training
5000,1000,Grade 1P,18433,24-12-2020,Training
971,1151,Grade KP,3405,04-01-2021,Training
2208,1052,Grade 2,3692,08-01-2021,Training
2733,1053,Grade W1P,13671,29-12-2020,Training
4813,1151,Grade 1P,19674,21-12-2020,Training
3628,1041,Grade 2P,15561,04-12-2020,Training
4861,1098,Grade AP,17636,13-12-2020,Training
1995,1041,Grade B1,14934,25-12-2020,Training
4176,1077,Grade 1P,862,31-12-2020,Training
4815,1151,Grade 1P,19674,21-12-2020,Training
5066,1078,Grade 2P,8599,01-12-2020,Training
3656,1060,Grade 1,15660,25-12-2020,Training
390,1079,Grade 1,11288,24-01-2021,Training
541,1079,Grade 1,1932,18-01-2021,Training
4268,1151,Grade 1,1407,31-12-2020,Training
3563,1078,Grade 1P,7653,19-12-2020,Training
201,1039,Grade 1P,5896,14-01-2021,Training
1337,1030,Grade 1P,8574,07-01-2021,Training
3558,1078,Grade 1P,7653,19-12-2020,Training
2728,1053,Grade B1,1786,29-12-2020,Training
4718,1041,Grade 2,7782,15-12-2020,Training
4077,1077,Grade 1P,5157,07-01-2021,Training
1859,1041,Grade WP,8229,04-01-2021,Training
2892,1052,,8749,01-01-2021,Training
3086,1099,Grade 1,7029,06-01-2021,Training
1210,1084,Grade 2P,8990,25-12-2020,Training
1650,1000,Grade 1P,18433,24-12-2020,Training
3473,1078,Grade 2,6196,23-01-2021,Training
3532,1098,Grade A,5243,23-01-2021,Training
2881,1052,,685,01-01-2021,Training
1797,1171,Grade 2,134,04-12-2020,Training
3853,1030,Grade 1P,8574,07-01-2021,Training
3424,1041,Grade 2,1446,10-12-2020,Training
3423,1041,Grade 2,1446,10-12-2020,Training
3589,1041,Grade AP,9939,31-12-2020,Training
3505,1084,Grade 2,7079,23-01-2021,Training
608,1151,Grade 1P,660,17-12-2020,Training
3112,1078,Grade 1,5242,18-01-2021,Training
126,1098,Grade 2,4710,17-12-2020,Training
3932,1060,Grade B1,6131,07-01-2021,Training
2955,1099,Grade 1,13767,24-01-2021,Training
4507,1171,Grade 1P,6020,27-01-2021,Training
3587,1098,Grade 1P,17778,06-01-2021,Training
2750,1053,Grade B1,463,02-01-2021,Training
832,1098,Grade A,3851,23-01-2021,Training
1644,1000,Grade 1P,18433,24-12-2020,Training
989,1151,Grade KP,3405,04-01-2021,Training
3337,1072,Grade 2,1123,26-12-2020,Training
2193,1052,Grade 2,3692,08-01-2021,Training
2463,1078,Grade 2P,7408,24-12-2020,Training
367,1099,Grade 2,13550,24-01-2021,Training
2369,1099,Grade 2,11405,11-01-2021,Training
350,1019,Grade 2,5697,24-01-2021,Training
819,1098,Grade A,7204,23-01-2021,Training
4863,1098,Grade 1P,5110,21-01-2021,Training
3261,1052,Grade 1,5034,26-12-2020,Training
3381,1052,Grade 2,1548,10-12-2020,Training
4162,1077,Grade 1P,9184,31-12-2020,Training
2121,1052,Grade 2,1266,08-01-2021,Training
1839,1171,Grade 2,134,04-12-2020,Training
798,1098,Grade A,7204,23-01-2021,Training
2694,1098,Grade 2,4710,17-12-2020,Training
94,1086,Grade 2,15429,01-12-2020,Training
4281,1151,Grade 1,1407,31-12-2020,Training
3812,1078,Grade 1P,11809,19-12-2020,Training
2911,1052,Grade 2,11694,27-01-2021,Training
2391,1151,Grade 2,17915,11-01-2021,Training
3284,1052,Grade 1,6865,26-12-2020,Training
2873,1099,,2289,05-01-2021,Training
2932,1045,Grade 2,10921,24-01-2021,Training
1870,1030,Grade 1P,282,01-12-2020,Training
4668,1041,Grade 2,10688,15-12-2020,Training
1862,1041,Grade WP,916,04-01-2021,Training
2665,1060,Grade 1,3335,26-01-2021,Training
2248,1099,Grade 1P,8624,01-12-2020,Training
2356,1072,Grade 2P,7273,03-01-2021,Training
955,1151,Grade KP,3405,04-01-2021,Training
3124,1078,Grade 1,25846,18-01-2021,Training
1125,1041,Grade AP,803,31-12-2020,Training
2617,1086,Grade 2,3082,01-12-2020,Training
2209,1052,Grade 2,3692,08-01-2021,Training
424,1000,Grade 1,2294,11-01-2021,Training
927,1098,Grade A,1471,23-01-2021,Training
1259,1151,Grade 2P,2449,23-12-2020,Training
482,1079,Grade 2,11817,20-01-2021,Training
2040,1078,Grade 1P,18434,03-12-2020,Training
1207,1084,Grade 2P,8990,25-12-2020,Training
2646,1086,Grade 2,3082,01-12-2020,Training
1975,1041,Grade 1P,3516,25-12-2020,Training
3166,1078,Grade 1,8888,16-12-2020,Training
4074,1077,Grade 1P,5157,07-01-2021,Training
2156,1052,Grade 2,2173,08-01-2021,Training
3743,1078,Grade 2P,3263,23-12-2020,Training
4972,1045,Grade 1P,127,24-12-2020,Training
2002,1041,Grade B1,14934,25-12-2020,Training
4089,1077,Grade 1P,5157,07-01-2021,Training
3110,1078,Grade 1,5242,18-01-2021,Training
1253,1000,Grade 2P,13164,23-12-2020,Training
2197,1052,Grade 2,3692,08-01-2021,Training
2732,1053,Grade W1P,13671,29-12-2020,Training
997,1151,Grade KP,3405,04-01-2021,Training
2195,1052,Grade 2,3692,08-01-2021,Training
4726,1041,Grade 2,15154,15-12-2020,Training
3818,1078,Grade 1,8987,19-12-2020,Training
3653,1060,Grade 1,15660,25-12-2020,Training
4767,1060,Grade 1,9580,09-01-2021,Training
1323,1030,Grade 1P,8574,07-01-2021,Training
1868,1041,Grade 2P,8599,01-12-2020,Training
2363,1099,Grade 2,11405,11-01-2021,Training
2469,1078,Grade 2P,7408,24-12-2020,Training
2141,1052,Grade 2,2173,08-01-2021,Training
1070,1151,Grade 1P,5377,13-01-2021,Training
4283,1151,Grade 1,1407,31-12-2020,Training
2641,1086,Grade 2,3082,01-12-2020,Training
77,1086,Grade 2,15429,01-12-2020,Training
2918,1052,Grade 2,11694,27-01-2021,Training
4876,1098,Grade 1P,6267,21-01-2021,Training
1319,1030,Grade 1P,8574,07-01-2021,Training
877,1098,Grade A,3851,23-01-2021,Training
3906,1060,Grade 1P,11039,07-01-2021,Training
2995,1078,Grade 1,11952,23-12-2020,Training
3447,1041,Grade 2,13810,24-12-2020,Training
2580,1086,Grade 2,3082,01-12-2020,Training
2655,1060,Grade 1,6109,26-01-2021,Training
3586,1098,Grade 1P,17778,06-01-2021,Training
380,1079,Grade 1,11731,24-01-2021,Training
1913,1151,Grade 2,6430,23-01-2021,Training
4485,1171,Grade 1P,6020,27-01-2021,Training
4083,1077,Grade 1P,5157,07-01-2021,Training
1609,1000,Grade 1P,14536,24-12-2020,Training
1123,1041,Grade AP,4474,31-12-2020,Training
3733,1078,Grade 2P,2449,23-12-2020,Training
3546,1078,Grade WP,16820,21-12-2020,Training
2978,1052,Grade 1,2171,24-12-2020,Training
1999,1041,Grade B1,14934,25-12-2020,Training
2396,1151,Grade 2,17915,11-01-2021,Training
1347,1030,Grade 1P,8574,07-01-2021,Training
325,1079,Grade B1,1273,29-12-2020,Training
1624,1000,Grade 1P,14536,24-12-2020,Training
3769,1078,Grade AP,2149,23-12-2020,Training
2065,1086,Grade 1P,17232,16-12-2020,Training
2224,1052,Grade 2,3692,08-01-2021,Training
1678,1000,Grade 1P,18433,24-12-2020,Training
260,1041,,11076,05-01-2021,Training
2044,1078,Grade 1P,1245,03-12-2020,Training
4841,1045,Grade B1,8753,16-12-2020,Training
906,1098,Grade A,3851,23-01-2021,Training
3800,1041,Grade 1P,6836,20-01-2021,Training
2031,1041,Grade B1,5072,25-12-2020,Training
4290,1151,Grade 1,1407,31-12-2020,Training
1922,1079,Grade 2,1494,23-01-2021,Training
1833,1171,Grade 2,134,04-12-2020,Training
1578,1099,Grade B1,12779,18-01-2021,Training
4471,1171,Grade 1P,6020,27-01-2021,Training
4805,1151,Grade 1,5151,09-01-2021,Training
4710,1041,Grade 2,908,15-12-2020,Training
4264,1151,Grade 1,1407,31-12-2020,Training
4683,1041,Grade 2,10629,15-12-2020,Training
224,1099,Grade 2,41,10-01-2021,Training
728,1086,Grade 2,7339,23-01-2021,Training
1146,1000,Grade 2P,891,01-12-2020,Training
2782,1099,Grade 1P,3905,23-01-2021,Training
851,1098,Grade A,3851,23-01-2021,Training
4345,1052,Grade B1,3127,04-12-2020,Training
2571,1086,Grade 2,3082,01-12-2020,Training
2948,1052,Grade 1,11288,24-01-2021,Training
117,1098,Grade 2,4710,17-12-2020,Training
650,1041,Grade 1,16864,10-12-2020,Training
3,1072,Grade 2P,7273,03-01-2021,Training
4226,1151,Grade 1,1407,31-12-2020,Training
472,1001,Grade 1,4996,23-12-2020,Training
5,1072,Grade 2P,7273,03-01-2021,Training
924,1098,Grade A,1471,23-01-2021,Training
2615,1086,Grade 2,3082,01-12-2020,Training
4380,1171,Grade 1P,2785,27-01-2021,Training
1068,1079,Grade 1P,5377,13-01-2021,Training
2610,1086,Grade 2,3082,01-12-2020,Training
242,1045,,10318,18-12-2020,Training
1165,1000,Grade 2P,20220,01-12-2020,Training
2890,1052,,8749,01-01-2021,Training
3791,1041,Grade 1P,15535,20-01-2021,Training
2417,1078,Grade 2P,2301,24-12-2020,Training
3573,1041,Grade 2P,12655,19-12-2020,Training
3477,1078,Grade 2,6196,23-01-2021,Training
2583,1086,Grade 2,3082,01-12-2020,Training
1610,1000,Grade 1P,14536,24-12-2020,Training
2344,1072,Grade 2P,7273,03-01-2021,Training
2729,1053,Grade B1,1786,29-12-2020,Training
1317,1030,Grade 1P,8574,07-01-2021,Training
3504,1084,Grade 2,7079,23-01-2021,Training
3868,1030,Grade 1P,8574,07-01-2021,Training
2382,1151,Grade 2,10249,11-01-2021,Training
1980,1041,Grade 1P,3516,25-12-2020,Training
3570,1041,Grade 2P,12655,19-12-2020,Training
1766,1171,Grade 2,9346,04-12-2020,Training
2759,1001,,9389,17-12-2020,Training
2492,1072,Grade 2P,10809,21-01-2021,Training
4063,1030,Grade B1,14868,07-01-2021,Training
4774,1060,Grade 1,9580,09-01-2021,Training
1498,1098,Grade AP,6847,13-12-2020,Training
4262,1151,Grade 1,1407,31-12-2020,Training
2163,1052,Grade 2,2173,08-01-2021,Training
1174,1041,Grade 2P,260,04-12-2020,Training
232,1099,Grade 2,41,10-01-2021,Training
66,1086,Grade 2,15429,01-12-2020,Training
1608,1000,Grade 1P,14536,24-12-2020,Training
3339,1072,Grade 2,1123,26-12-2020,Training
3652,1060,Grade 1,15660,25-12-2020,Training
4688,1041,Grade 2,10629,15-12-2020,Training
125,1098,Grade 2,4710,17-12-2020,Training
1301,1030,Grade 1P,8574,07-01-2021,Training
1981,1041,Grade 1P,3516,25-12-2020,Training
2080,1052,Grade 2,6702,08-01-2021,Training
4636,1058,Grade 2,3357,27-01-2021,Training
3142,1078,Grade 1,25846,18-01-2021,Training
3401,1052,Grade 2,15521,10-12-2020,Training
2817,1078,Grade 1P,10010,14-01-2021,Training
923,1098,Grade A,1471,23-01-2021,Training
1651,1000,Grade 1P,18433,24-12-2020,Training
5073,1078,Grade 2P,5002,01-12-2020,Training
4677,1041,Grade 2,6838,15-12-2020,Training
369,1099,Grade 2,13550,24-01-2021,Training
3343,1072,Grade 2,1123,26-12-2020,Training
2130,1052,Grade 2,2173,08-01-2021,Training
4179,1077,Grade 1P,862,31-12-2020,Training
4625,1058,Grade 2,3357,27-01-2021,Training
530,1079,Grade 1,5357,18-01-2021,Training
4877,1098,Grade 1P,5497,21-01-2021,Training
55,1086,Grade 2,15429,01-12-2020,Training
643,1086,Grade 1,5794,05-12-2020,Training
307,1079,,11926,01-01-2021,Training
2786,1099,Grade 1P,3905,23-01-2021,Training
1281,1030,Grade 1P,5283,07-01-2021,Training
4776,1060,Grade 1,9580,09-01-2021,Training
2060,1086,Grade B1,14168,16-12-2020,Training
4488,1171,Grade 1P,6020,27-01-2021,Training
3700,1078,Grade 2P,12832,23-12-2020,Training
4199,1151,Grade 1,1407,31-12-2020,Training
2898,1099,Grade 1,13010,15-12-2020,Training
4258,1151,Grade 1,1407,31-12-2020,Training
2306,1072,Grade 2P,7273,03-01-2021,Training
2266,1099,Grade 1P,8624,01-12-2020,Training
2316,1072,Grade 2P,7273,03-01-2021,Training
1758,1171,Grade 2,9346,04-12-2020,Training
1973,1030,Grade 2,6078,23-01-2021,Training
3173,1078,Grade 1,8888,16-12-2020,Training
2413,1078,Grade 2P,2301,24-12-2020,Training
528,1079,Grade 1,5357,18-01-2021,Training
3956,1060,Grade B1,6131,07-01-2021,Training
4755,1060,Grade 1,9580,09-01-2021,Training
3178,1078,Grade 1,8888,16-12-2020,Training
4212,1151,Grade 1,1407,31-12-2020,Training
1974,1041,Grade 1P,3516,25-12-2020,Training
676,1041,Grade 1,9116,10-12-2020,Training
4244,1151,Grade 1,1407,31-12-2020,Training
671,1041,Grade 1,9116,10-12-2020,Training
1892,1151,Grade 2,290,01-12-2020,Training
3322,1072,Grade 2,1123,26-12-2020,Training
284,1019,,1553,05-01-2021,Training
1724,1171,Grade 2,2913,04-12-2020,Training
2967,1052,Grade 2,15029,11-01-2021,Training
4511,1171,Grade 1P,6020,27-01-2021,Training
904,1098,Grade A,3851,23-01-2021,Training
765,1086,Grade 2,7339,23-01-2021,Training
1911,1151,Grade 2,6430,23-01-2021,Training
4098,1030,Grade B1,8369,07-01-2021,Training
3879,1030,Grade 1P,8574,07-01-2021,Training
4194,1151,Grade 1,1407,31-12-2020,Training
3874,1030,Grade 1P,8574,07-01-2021,Training
4356,1052,Grade B1,3127,04-12-2020,Training
2613,1086,Grade 2,3082,01-12-2020,Training
4220,1151,Grade 1,1407,31-12-2020,Training
3087,1099,Grade 1,7029,06-01-2021,Training
3635,1041,Grade 2P,3993,04-12-2020,Training
2852,1072,,328,18-12-2020,Training
3528,1098,Grade A,5243,23-01-2021,Training
137,1053,Grade B1,3979,29-12-2020,Training
4948,1045,Grade 1P,5439,24-12-2020,Training
2185,1052,Grade 2,3692,08-01-2021,Training
2133,1052,Grade 2,2173,08-01-2021,Training
3233,1052,Grade 1,6714,04-12-2020,Training
4910,1019,Grade 1P,783,09-01-2021,Training
4693,1041,Grade 2,10629,15-12-2020,Training
4317,1052,Grade 1P,17203,04-12-2020,Training
4400,1171,Grade 1P,2785,27-01-2021,Training
1336,1030,Grade 1P,8574,07-01-2021,Training
2022,1041,Grade B1,5072,25-12-2020,Training
4598,1052,Grade 2,3719,27-01-2021,Training
2502,1072,Grade 2P,16191,21-01-2021,Training
1363,1030,Grade 1P,11039,07-01-2021,Training
1334,1030,Grade 1P,8574,07-01-2021,Training
2155,1052,Grade 2,2173,08-01-2021,Training
4586,1052,Grade 2,3719,27-01-2021,Training
2127,1052,Grade 2,1266,08-01-2021,Training
4729,1041,Grade 2,15154,15-12-2020,Training
4037,1078,Grade B1,4246,07-01-2021,Training
1257,1079,Grade 2P,2449,23-12-2020,Training
3334,1072,Grade 2,1123,26-12-2020,Training
3430,1041,Grade 2,1446,10-12-2020,Training
2834,1078,Grade 1P,10010,14-01-2021,Training
4775,1060,Grade 1,9580,09-01-2021,Training
1853,1041,Grade W1,11882,14-12-2020,Training
4914,1098,Grade 1P,5003,09-01-2021,Training
3093,1098,Grade 1,70,26-12-2020,Training
393,1079,Grade 1,11288,24-01-2021,Training
235,1099,Grade 2,41,10-01-2021,Training
1082,1151,Grade 1P,10734,13-01-2021,Training
1989,1041,Grade 1P,3516,25-12-2020,Training
4419,1171,Grade 1P,2785,27-01-2021,Training
4018,1078,,13081,07-01-2021,Training
775,1084,Grade 2,7079,23-01-2021,Training
2170,1052,Grade 2,3692,08-01-2021,Training
4589,1052,Grade 2,3719,27-01-2021,Training
678,1041,Grade 1,9116,10-12-2020,Training
249,1079,,4917,18-12-2020,Training
1579,1099,Grade B1,12779,18-01-2021,Training
3475,1078,Grade 2,6196,23-01-2021,Training
2086,1052,Grade 2,6702,08-01-2021,Training
1828,1171,Grade 2,134,04-12-2020,Training
4600,1052,Grade 2,3719,27-01-2021,Training
721,1086,Grade 2,7339,23-01-2021,Training
2053,1086,Grade B1,14168,16-12-2020,Training
4234,1151,Grade 1,1407,31-12-2020,Training
4865,1098,Grade 1P,6267,21-01-2021,Training
2744,1053,Grade W1P,17860,29-12-2020,Training
1465,1019,Grade 2,1736,02-01-2021,Training
1673,1000,Grade 1P,18433,24-12-2020,Training
2776,1099,,6335,17-12-2020,Training
2005,1041,Grade B1,5072,25-12-2020,Training
4627,1058,Grade 2,3357,27-01-2021,Training
4669,1041,Grade 2,10688,15-12-2020,Training
409,1000,Grade 1,5725,24-01-2021,Training
389,1079,Grade 1,1281,24-01-2021,Training
2157,1052,Grade 2,2173,08-01-2021,Training
1638,1000,Grade 1P,18433,24-12-2020,Training
4840,1045,Grade B1,8753,16-12-2020,Training
3981,1060,Grade B1,6131,07-01-2021,Training
4214,1151,Grade 1,1407,31-12-2020,Training
5004,1019,Grade 2,3753,07-01-2021,Training
223,1099,Grade 2,41,10-01-2021,Training
2198,1052,Grade 2,3692,08-01-2021,Training
3192,1078,Grade 1,16361,16-12-2020,Training
4525,1171,Grade 1P,6020,27-01-2021,Training
1829,1171,Grade 2,134,04-12-2020,Training
5067,1078,Grade 2P,8599,01-12-2020,Training
802,1098,Grade A,7204,23-01-2021,Training
2891,1052,,8749,01-01-2021,Training
9,1072,Grade 2P,7273,03-01-2021,Training
1949,1079,Grade 2,17773,23-01-2021,Training
1843,1171,Grade 2,134,04-12-2020,Training
4860,1098,Grade AP,17636,13-12-2020,Training
255,1072,,328,18-12-2020,Training
4541,1171,Grade 2,7613,27-01-2021,Training
1586,1019,Grade 1P,1123,18-01-2021,Training
2976,1098,Grade 1,13258,15-01-2021,Training
929,1098,Grade A,1471,23-01-2021,Training
2528,1052,Grade 1,6078,18-12-2020,Training
3831,1078,Grade KP,206,07-12-2020,Training
4891,1098,Grade P1,9043,01-12-2020,Training
4192,1151,Grade 1,1407,31-12-2020,Training
5059,1078,Grade 2P,4011,01-12-2020,Training
2799,1078,Grade 1P,2252,14-01-2021,Training
544,1079,Grade 1,1932,18-01-2021,Training
2765,1099,,6335,17-12-2020,Training
1150,1000,Grade 2P,16240,01-12-2020,Training
